Data,Receitas Orçamentárias,Previsao Inicial,Previsao Atualizada (a),Receitas Realizadas no Bimestre (b),% (b/a),Receitas Realizadas até o Bimestre (c),% (c/a),SALDO (a-c),Bimestre,Ano,tempo
abril 2019,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.788.009.900,00","1.788.009.900,00","321.946.134,68","18,01","604.071.117,84","33,78","1.183.938.782,16",02,2019,2019-04-20
abril 2019,DÉFICIT (VI),,,,,,,,02,2019,2019-04-20
abril 2019,TOTAL (VII) = (V + VI),"1.788.009.900,00","1.788.009.900,00","321.946.134,68","18,01","604.071.117,84","33,78","1.183.938.782,16",02,2019,2019-04-20
abril 2019,SALDOS DE EXERCÍCIOS ANTERIORES,,"6.749.896,52",,,"6.749.896,52",,,02,2019,2019-04-20
abril 2019,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,02,2019,2019-04-20
abril 2019,Superávit Financeiro Utilizado para Créditos Adicionais,,"6.749.896,52",,,"6.749.896,52",,,02,2019,2019-04-20
fevereiro 2019,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.751.153.900,00","1.751.153.900,00","276.641.125,59","15,80","276.641.125,59","15,80","1.474.512.774,41",01,2019,2019-02-20
fevereiro 2019,RECEITAS CORRENTES,"1.711.089.897,00","1.711.089.897,00","275.860.913,33","16,12","275.860.913,33","16,12","1.435.228.983,67",01,2019,2019-02-20
fevereiro 2019,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","504.374.500,00","504.374.500,00","55.824.793,37","11,07","55.824.793,37","11,07","448.549.706,63",01,2019,2019-02-20
fevereiro 2019,Impostos,"448.893.400,00","448.893.400,00","52.562.050,99","11,71","52.562.050,99","11,71","396.331.349,01",01,2019,2019-02-20
fevereiro 2019,Taxas,"53.137.600,00","53.137.600,00","3.250.008,55","6,12","3.250.008,55","6,12","49.887.591,45",01,2019,2019-02-20
fevereiro 2019,Contribuição de Melhoria,"2.343.500,00","2.343.500,00","12.733,83","0,54","12.733,83","0,54","2.330.766,17",01,2019,2019-02-20
fevereiro 2019,CONTRIBUIÇÕES,"18.428.000,00","18.428.000,00","2.726.369,37","14,79","2.726.369,37","14,79","15.701.630,63",01,2019,2019-02-20
fevereiro 2019,Contribuições Sociais,"18.428.000,00","18.428.000,00","2.726.369,37","14,79","2.726.369,37","14,79","15.701.630,63",01,2019,2019-02-20
fevereiro 2019,Contribuições Econômicas,,,,,,,,01,2019,2019-02-20
fevereiro 2019,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,01,2019,2019-02-20
fevereiro 2019,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,01,2019,2019-02-20
fevereiro 2019,RECEITA PATRIMONIAL,"41.839.100,00","41.839.100,00","2.318.892,31","5,54","2.318.892,31","5,54","39.520.207,69",01,2019,2019-02-20
fevereiro 2019,Exploração do Patrimônio Imobiliário do Estado,"2.972.100,00","2.972.100,00","442.991,14","14,90","442.991,14","14,90","2.529.108,86",01,2019,2019-02-20
fevereiro 2019,Valores Mobiliários,"38.867.000,00","38.867.000,00","1.875.901,17","4,83","1.875.901,17","4,83","36.991.098,83",01,2019,2019-02-20
fevereiro 2019,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,01,2019,2019-02-20
fevereiro 2019,Exploração de Recursos Naturais,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Exploração do Patrimônio Intangível,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Cessão de Direitos,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Demais Receitas Patrimoniais,,,,,,,,01,2019,2019-02-20
fevereiro 2019,RECEITA AGROPECUÁRIA,,,,,,,,01,2019,2019-02-20
fevereiro 2019,RECEITA INDUSTRIAL,,,,,,,,01,2019,2019-02-20
fevereiro 2019,RECEITA DE SERVIÇOS,"259.153.500,00","259.153.500,00","39.485.035,87","15,24","39.485.035,87","15,24","219.668.464,13",01,2019,2019-02-20
fevereiro 2019,Serviços Administrativos e Comerciais Gerais,"259.033.500,00","259.033.500,00","39.484.777,14","15,24","39.484.777,14","15,24","219.548.722,86",01,2019,2019-02-20
fevereiro 2019,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Serviços e Atividades Referentes à Saúde,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Serviços e Atividades Financeiras,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Outros Serviços,"120.000,00","120.000,00","258,73","0,22","258,73","0,22","119.741,27",01,2019,2019-02-20
fevereiro 2019,TRANSFERÊNCIAS CORRENTES,"850.693.100,00","850.693.100,00","170.391.744,98","20,03","170.391.744,98","20,03","680.301.355,02",01,2019,2019-02-20
fevereiro 2019,Transferências da União e de suas Entidades,"244.348.900,00","244.348.900,00","36.725.481,79","15,03","36.725.481,79","15,03","207.623.418,21",01,2019,2019-02-20
fevereiro 2019,Transferências dos Estados e do Distrito Federal e de suas Entidades,"451.439.200,00","451.439.200,00","99.774.188,86","22,10","99.774.188,86","22,10","351.665.011,14",01,2019,2019-02-20
fevereiro 2019,Transferências dos Municípios e de suas Entidades,"1.125.000,00","1.125.000,00","78.138,90","6,95","78.138,90","6,95","1.046.861,10",01,2019,2019-02-20
fevereiro 2019,Transferências de Instituições Privadas,"153.780.000,00","153.780.000,00","33.813.935,43","21,99","33.813.935,43","21,99","119.966.064,57",01,2019,2019-02-20
fevereiro 2019,Transferências de Outras Instituições Públicas,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências do Exterior,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências de Pessoas Físicas,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,01,2019,2019-02-20
fevereiro 2019,OUTRAS RECEITAS CORRENTES,"36.601.697,00","36.601.697,00","5.114.077,43","13,97","5.114.077,43","13,97","31.487.619,57",01,2019,2019-02-20
fevereiro 2019,"Multas Administrativas, Contratuais e Judiciais","17.742.700,00","17.742.700,00","2.906.225,27","16,38","2.906.225,27","16,38","14.836.474,73",01,2019,2019-02-20
fevereiro 2019,"Indenizações, Restituições e Ressarcimentos","1.710.500,00","1.710.500,00","190.295,42","11,13","190.295,42","11,13","1.520.204,58",01,2019,2019-02-20
fevereiro 2019,"Bens, Direitos e Valores Incorporados ao Patrimônio Público","55.000,00","55.000,00","0,00","0,00","0,00","0,00","55.000,00",01,2019,2019-02-20
fevereiro 2019,Demais Receitas Correntes,"17.093.497,00","17.093.497,00","2.017.556,74","11,80","2.017.556,74","11,80","15.075.940,26",01,2019,2019-02-20
fevereiro 2019,RECEITAS DE CAPITAL,"40.064.003,00","40.064.003,00","780.212,26","1,95","780.212,26","1,95","39.283.790,74",01,2019,2019-02-20
fevereiro 2019,OPERAÇÕES DE CRÉDITO,"32.956.200,00","32.956.200,00","0,00",,"0,00","0,00","32.956.200,00",01,2019,2019-02-20
fevereiro 2019,Operações de Crédito - Mercado Interno,"32.956.200,00","32.956.200,00","0,00",,"0,00","0,00","32.956.200,00",01,2019,2019-02-20
fevereiro 2019,Operações de Crédito - Mercado Externo,,,,,,,,01,2019,2019-02-20
fevereiro 2019,ALIENAÇÃO DE BENS,"490.000,00","490.000,00","0,00",,"0,00","0,00","490.000,00",01,2019,2019-02-20
fevereiro 2019,Alienação de Bens Móveis,"490.000,00","490.000,00",,,,,"490.000,00",01,2019,2019-02-20
fevereiro 2019,Alienação de Bens Imóveis,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Alienação de Bens Intangíveis,,,,,,,,01,2019,2019-02-20
fevereiro 2019,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,01,2019,2019-02-20
fevereiro 2019,TRANSFERÊNCIAS DE CAPITAL,"6.616.803,00","6.616.803,00","780.212,26","11,79","780.212,26","11,79","5.836.590,74",01,2019,2019-02-20
fevereiro 2019,Transferências da União e de suas Entidades,"3.047.000,00","3.047.000,00","606.095,11","19,89","606.095,11","19,89","2.440.904,89",01,2019,2019-02-20
fevereiro 2019,Transferências dos Estados e do Distrito Federal e de suas Entidades,"3.569.803,00","3.569.803,00","174.117,15","4,88","174.117,15","4,88","3.395.685,85",01,2019,2019-02-20
fevereiro 2019,Transferências dos Municípios e de suas Entidades,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências de Instituições Privadas,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências de Outras Instituições Públicas,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências do Exterior,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências de Pessoas Físicas,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,01,2019,2019-02-20
fevereiro 2019,OUTRAS RECEITAS DE CAPITAL,"1.000,00","1.000,00","0,00",,"0,00","0,00","1.000,00",01,2019,2019-02-20
fevereiro 2019,Integralização do Capital Social,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Remuneração das Disponibilidades do Tesouro,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Resgate de Títulos do Tesouro,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Demais Receitas de Capital,"1.000,00","1.000,00","0,00",,"0,00",,"1.000,00",01,2019,2019-02-20
fevereiro 2019,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"36.856.000,00","36.856.000,00","5.483.857,57","14,88","5.483.857,57","14,88","31.372.142,43",01,2019,2019-02-20
fevereiro 2019,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.788.009.900,00","1.788.009.900,00","282.124.983,16","15,78","282.124.983,16","15,78","1.505.884.916,84",01,2019,2019-02-20
fevereiro 2019,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),"0,00","0,00","0,00",,"0,00",,"0,00",01,2019,2019-02-20
fevereiro 2019,Operações de Crédito - Mercado Interno,"0,00","0,00","0,00",,"0,00",,"0,00",01,2019,2019-02-20
fevereiro 2019,Mobiliária,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Contratual,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Operações de Crédito - Mercado Externo,"0,00","0,00","0,00",,"0,00",,,01,2019,2019-02-20
fevereiro 2019,Mobiliária,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Contratual,,,,,,,,01,2019,2019-02-20
fevereiro 2019,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.788.009.900,00","1.788.009.900,00","282.124.983,16","15,78","282.124.983,16","15,78","1.505.884.916,84",01,2019,2019-02-20
fevereiro 2019,DÉFICIT (VI),,,,,,,,01,2019,2019-02-20
fevereiro 2019,TOTAL (VII) = (V + VI),"1.788.009.900,00","1.788.009.900,00","282.124.983,16","15,78","282.124.983,16","15,78","1.505.884.916,84",01,2019,2019-02-20
fevereiro 2019,SALDOS DE EXERCÍCIOS ANTERIORES,"0,00","6.749.896,52",,,,,,01,2019,2019-02-20
fevereiro 2019,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,01,2019,2019-02-20
fevereiro 2019,Superávit Financeiro Utilizado para Créditos Adicionais,,"6.749.896,52",,,,,,01,2019,2019-02-20
outubro 2020,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.811.298.000,00","1.811.298.000,00","289.650.751,12","15,99","1.478.480.063,87","81,63","332.817.936,13",05,2020,2020-10-20
outubro 2020,RECEITAS CORRENTES,"1.785.575.000,00","1.785.575.000,00","287.026.759,38","16,07","1.460.170.943,52","81,78","325.404.056,48",05,2020,2020-10-20
outubro 2020,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","535.615.000,00","535.615.000,00","76.382.076,90","14,26","402.352.657,43","75,12","133.262.342,57",05,2020,2020-10-20
outubro 2020,Impostos,"477.600.000,00","477.600.000,00","71.243.409,87","14,92","364.691.731,58","76,36","112.908.268,42",05,2020,2020-10-20
outubro 2020,Taxas,"56.515.000,00","56.515.000,00","5.134.493,06","9,09","37.632.799,81","66,59","18.882.200,19",05,2020,2020-10-20
outubro 2020,Contribuição de Melhoria,"1.500.000,00","1.500.000,00","4.173,97","0,28","28.126,04","1,88","1.471.873,96",05,2020,2020-10-20
outubro 2020,CONTRIBUIÇÕES,"18.905.000,00","18.905.000,00","2.990.270,71","15,82","14.661.601,58","77,55","4.243.398,42",05,2020,2020-10-20
outubro 2020,Contribuições Sociais,"18.905.000,00","18.905.000,00","2.990.270,71","15,82","14.661.601,58","77,55","4.243.398,42",05,2020,2020-10-20
outubro 2020,Contribuições Econômicas,,,,,,,,05,2020,2020-10-20
outubro 2020,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,05,2020,2020-10-20
outubro 2020,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,05,2020,2020-10-20
outubro 2020,RECEITA PATRIMONIAL,"16.856.000,00","16.856.000,00","1.014.469,04","6,02","7.118.170,04","42,23","9.737.829,96",05,2020,2020-10-20
outubro 2020,Exploração do Patrimônio Imobiliário do Estado,"3.240.000,00","3.240.000,00","500.843,74","15,46","2.349.919,60","72,53","890.080,40",05,2020,2020-10-20
outubro 2020,Valores Mobiliários,"13.616.000,00","13.616.000,00","513.625,30","3,77","4.768.250,44","35,02","8.847.749,56",05,2020,2020-10-20
outubro 2020,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,05,2020,2020-10-20
outubro 2020,Exploração de Recursos Naturais,,,,,,,,05,2020,2020-10-20
outubro 2020,Exploração do Patrimônio Intangível,,,,,,,,05,2020,2020-10-20
outubro 2020,Cessão de Direitos,,,,,,,,05,2020,2020-10-20
outubro 2020,Demais Receitas Patrimoniais,,,,,,,,05,2020,2020-10-20
outubro 2020,RECEITA AGROPECUÁRIA,,,,,,,,05,2020,2020-10-20
outubro 2020,RECEITA INDUSTRIAL,,,,,,,,05,2020,2020-10-20
outubro 2020,RECEITA DE SERVIÇOS,"272.944.000,00","272.944.000,00","41.043.739,55","15,04","201.739.580,62","73,91","71.204.419,38",05,2020,2020-10-20
outubro 2020,Serviços Administrativos e Comerciais Gerais,"272.814.000,00","272.814.000,00","41.042.474,78","15,04","201.738.011,22","73,95","71.075.988,78",05,2020,2020-10-20
outubro 2020,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,05,2020,2020-10-20
outubro 2020,Serviços e Atividades Referentes à Saúde,,,,,,,,05,2020,2020-10-20
outubro 2020,Serviços e Atividades Financeiras,,,,,,,,05,2020,2020-10-20
outubro 2020,Outros Serviços,"130.000,00","130.000,00","1.264,77","0,97","1.569,40","1,21","128.430,60",05,2020,2020-10-20
outubro 2020,TRANSFERÊNCIAS CORRENTES,"896.323.800,00","896.323.800,00","161.890.409,87","18,06","813.233.368,08","90,73","83.090.431,92",05,2020,2020-10-20
outubro 2020,Transferências da União e de suas Entidades,"243.554.800,00","243.554.800,00","57.278.328,01","23,52","301.947.041,86","123,97","-58.392.241,86",05,2020,2020-10-20
outubro 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"483.584.000,00","483.584.000,00","74.339.575,39","15,37","371.044.055,09","76,73","112.539.944,91",05,2020,2020-10-20
outubro 2020,Transferências dos Municípios e de suas Entidades,"1.185.000,00","1.185.000,00","199.337,40","16,82","1.051.315,20","88,72","133.684,80",05,2020,2020-10-20
outubro 2020,Transferências de Instituições Privadas,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências de Outras Instituições Públicas,"168.000.000,00","168.000.000,00","30.073.169,07","17,90","139.190.955,93","82,85","28.809.044,07",05,2020,2020-10-20
outubro 2020,Transferências do Exterior,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências de Pessoas Físicas,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,05,2020,2020-10-20
outubro 2020,OUTRAS RECEITAS CORRENTES,"44.931.200,00","44.931.200,00","3.705.793,31","8,25","21.065.565,77","46,88","23.865.634,23",05,2020,2020-10-20
outubro 2020,"Multas Administrativas, Contratuais e Judiciais","24.169.700,00","24.169.700,00","1.943.678,66","8,04","10.194.674,77","42,18","13.975.025,23",05,2020,2020-10-20
outubro 2020,"Indenizações, Restituições e Ressarcimentos","1.435.500,00","1.435.500,00","66.109,60","4,61","756.176,66","52,68","679.323,34",05,2020,2020-10-20
outubro 2020,"Bens, Direitos e Valores Incorporados ao Patrimônio Público","30.000,00","30.000,00",,"0,00",,"0,00","30.000,00",05,2020,2020-10-20
outubro 2020,Demais Receitas Correntes,"19.296.000,00","19.296.000,00","1.696.005,05","8,79","10.114.714,34","52,42","9.181.285,66",05,2020,2020-10-20
outubro 2020,RECEITAS DE CAPITAL,"25.723.000,00","25.723.000,00","2.623.991,74","10,20","18.309.120,35","71,18","7.413.879,65",05,2020,2020-10-20
outubro 2020,OPERAÇÕES DE CRÉDITO,"17.701.000,00","17.701.000,00","1.887.688,01","10,66","12.013.216,53","67,87","5.687.783,47",05,2020,2020-10-20
outubro 2020,Operações de Crédito - Mercado Interno,"17.701.000,00","17.701.000,00","1.887.688,01","10,66","12.013.216,53","67,87","5.687.783,47",05,2020,2020-10-20
outubro 2020,Operações de Crédito - Mercado Externo,,,,,,,,05,2020,2020-10-20
outubro 2020,ALIENAÇÃO DE BENS,"1.065.000,00","1.065.000,00","16.089,92","1,51","16.398,84","1,54","1.048.601,16",05,2020,2020-10-20
outubro 2020,Alienação de Bens Móveis,"1.065.000,00","1.065.000,00",,"0,00",,"0,00","1.065.000,00",05,2020,2020-10-20
outubro 2020,Alienação de Bens Imóveis,,,"16.089,92",,"16.398,84",,"-16.398,84",05,2020,2020-10-20
outubro 2020,Alienação de Bens Intangíveis,,,,,,,,05,2020,2020-10-20
outubro 2020,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,05,2020,2020-10-20
outubro 2020,TRANSFERÊNCIAS DE CAPITAL,"6.956.000,00","6.956.000,00","720.213,81","10,35","6.279.504,98","90,27","676.495,02",05,2020,2020-10-20
outubro 2020,Transferências da União e de suas Entidades,"5.306.000,00","5.306.000,00","254.103,82","4,79","4.358.002,92","82,13","947.997,08",05,2020,2020-10-20
outubro 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"1.650.000,00","1.650.000,00","466.109,99","28,25","1.921.502,06","116,45","-271.502,06",05,2020,2020-10-20
outubro 2020,Transferências dos Municípios e de suas Entidades,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências de Instituições Privadas,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências de Outras Instituições Públicas,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências do Exterior,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências de Pessoas Físicas,,,,,,,,05,2020,2020-10-20
outubro 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,05,2020,2020-10-20
outubro 2020,OUTRAS RECEITAS DE CAPITAL,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",05,2020,2020-10-20
outubro 2020,Integralização do Capital Social,,,,,,,,05,2020,2020-10-20
outubro 2020,Remuneração das Disponibilidades do Tesouro,,,,,,,,05,2020,2020-10-20
outubro 2020,Resgate de Títulos do Tesouro,,,,,,,,05,2020,2020-10-20
outubro 2020,Demais Receitas de Capital,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",05,2020,2020-10-20
outubro 2020,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"37.810.000,00","37.810.000,00","5.904.096,36","15,62","29.272.083,98","77,42","8.537.916,02",05,2020,2020-10-20
outubro 2020,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.849.108.000,00","1.849.108.000,00","295.554.847,48","15,98","1.507.752.147,85","81,54","341.355.852,15",05,2020,2020-10-20
outubro 2020,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),,,,,,,,05,2020,2020-10-20
outubro 2020,Operações de Crédito - Mercado Interno,,,,,,,,05,2020,2020-10-20
outubro 2020,Mobiliária,,,,,,,,05,2020,2020-10-20
outubro 2020,Contratual,,,,,,,,05,2020,2020-10-20
outubro 2020,Operações de Crédito - Mercado Externo,,,,,,,,05,2020,2020-10-20
outubro 2020,Mobiliária,,,,,,,,05,2020,2020-10-20
outubro 2020,Contratual,,,,,,,,05,2020,2020-10-20
outubro 2020,TOTAL DAS RECEITAS (V) = (III + IV),"1.849.108.000,00","1.849.108.000,00","295.554.847,48","15,98","1.507.752.147,85","81,54","341.355.852,15",05,2020,2020-10-20
outubro 2020,DÉFICIT (VI),,,,,,,,05,2020,2020-10-20
outubro 2020,TOTAL COM DÉFICIT (VII) = (V + VI),"1.849.108.000,00","1.849.108.000,00","295.554.847,48","15,98","1.507.752.147,85","81,54","341.355.852,15",05,2020,2020-10-20
outubro 2020,SALDOS DE EXERCÍCIOS ANTERIORES,,"31.292.270,00",,,"31.292.270,00",,,05,2020,2020-10-20
outubro 2020,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,05,2020,2020-10-20
outubro 2020,Superávit Financeiro Utilizado para Créditos Adicionais,,"31.292.270,00",,,"31.292.270,00",,,05,2020,2020-10-20
agosto 2020,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.811.298.000,00","1.811.298.000,00","298.128.124,36","16,46","1.188.829.312,75","65,63","622.468.687,25",04,2020,2020-08-20
agosto 2020,RECEITAS CORRENTES,"1.785.575.000,00","1.785.575.000,00","296.076.648,08","16,58","1.173.144.184,14","65,70","612.430.815,86",04,2020,2020-08-20
agosto 2020,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","535.615.000,00","535.615.000,00","76.988.302,97","14,37","325.970.580,53","60,86","209.644.419,47",04,2020,2020-08-20
agosto 2020,Impostos,"477.600.000,00","477.600.000,00","69.182.284,26","14,49","293.448.321,71","61,44","184.151.678,29",04,2020,2020-08-20
agosto 2020,Taxas,"56.515.000,00","56.515.000,00","7.801.066,43","13,80","32.498.306,75","57,50","24.016.693,25",04,2020,2020-08-20
agosto 2020,Contribuição de Melhoria,"1.500.000,00","1.500.000,00","4.952,28","0,33","23.952,07","1,60","1.476.047,93",04,2020,2020-08-20
agosto 2020,CONTRIBUIÇÕES,"18.905.000,00","18.905.000,00","2.960.344,97","15,66","11.671.330,87","61,74","7.233.669,13",04,2020,2020-08-20
agosto 2020,Contribuições Sociais,"18.905.000,00","18.905.000,00","2.960.344,97","15,66","11.671.330,87","61,74","7.233.669,13",04,2020,2020-08-20
agosto 2020,Contribuições Econômicas,,,,,,,,04,2020,2020-08-20
agosto 2020,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,04,2020,2020-08-20
agosto 2020,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,04,2020,2020-08-20
agosto 2020,RECEITA PATRIMONIAL,"16.856.000,00","16.856.000,00","2.047.183,49","12,15","6.103.701,00","36,21","10.752.299,00",04,2020,2020-08-20
agosto 2020,Exploração do Patrimônio Imobiliário do Estado,"3.240.000,00","3.240.000,00","480.630,59","14,83","1.849.075,86","57,07","1.390.924,14",04,2020,2020-08-20
agosto 2020,Valores Mobiliários,"13.616.000,00","13.616.000,00","1.566.552,90","11,51","4.254.625,14","31,25","9.361.374,86",04,2020,2020-08-20
agosto 2020,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,04,2020,2020-08-20
agosto 2020,Exploração de Recursos Naturais,,,,,,,,04,2020,2020-08-20
agosto 2020,Exploração do Patrimônio Intangível,,,,,,,,04,2020,2020-08-20
agosto 2020,Cessão de Direitos,,,,,,,,04,2020,2020-08-20
agosto 2020,Demais Receitas Patrimoniais,,,,,,,,04,2020,2020-08-20
agosto 2020,RECEITA AGROPECUÁRIA,,,,,,,,04,2020,2020-08-20
agosto 2020,RECEITA INDUSTRIAL,,,,,,,,04,2020,2020-08-20
agosto 2020,RECEITA DE SERVIÇOS,"272.944.000,00","272.944.000,00","38.581.076,69","14,14","160.695.841,07","58,88","112.248.158,93",04,2020,2020-08-20
agosto 2020,Serviços Administrativos e Comerciais Gerais,"272.814.000,00","272.814.000,00","38.581.001,81","14,14","160.695.536,44","58,90","112.118.463,56",04,2020,2020-08-20
agosto 2020,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,04,2020,2020-08-20
agosto 2020,Serviços e Atividades Referentes à Saúde,,,,,,,,04,2020,2020-08-20
agosto 2020,Serviços e Atividades Financeiras,,,,,,,,04,2020,2020-08-20
agosto 2020,Outros Serviços,"130.000,00","130.000,00","74,88","0,06","304,63","0,23","129.695,37",04,2020,2020-08-20
agosto 2020,TRANSFERÊNCIAS CORRENTES,"896.323.800,00","896.323.800,00","170.398.615,13","19,01","651.342.958,21","72,67","244.980.841,79",04,2020,2020-08-20
agosto 2020,Transferências da União e de suas Entidades,"243.554.800,00","243.554.800,00","86.323.126,67","35,44","244.668.713,85","100,46","-1.113.913,85",04,2020,2020-08-20
agosto 2020,Transferências dos Estados e do Distrito Federal e de suas Entidades,"483.584.000,00","483.584.000,00","59.698.899,81","12,35","296.704.479,70","61,36","186.879.520,30",04,2020,2020-08-20
agosto 2020,Transferências dos Municípios e de suas Entidades,"1.185.000,00","1.185.000,00","167.568,30","14,14","851.977,80","71,90","333.022,20",04,2020,2020-08-20
agosto 2020,Transferências de Instituições Privadas,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências de Outras Instituições Públicas,"168.000.000,00","168.000.000,00","24.209.020,35","14,41","109.117.786,86","64,95","58.882.213,14",04,2020,2020-08-20
agosto 2020,Transferências do Exterior,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências de Pessoas Físicas,,,,,,,,04,2020,2020-08-20
agosto 2020,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,04,2020,2020-08-20
agosto 2020,OUTRAS RECEITAS CORRENTES,"44.931.200,00","44.931.200,00","5.101.124,83","11,35","17.359.772,46","38,64","27.571.427,54",04,2020,2020-08-20
agosto 2020,"Multas Administrativas, Contratuais e Judiciais","24.169.700,00","24.169.700,00","1.924.685,35","7,96","8.250.996,11","34,14","15.918.703,89",04,2020,2020-08-20
agosto 2020,"Indenizações, Restituições e Ressarcimentos","1.435.500,00","1.435.500,00","266.291,79","18,55","690.067,06","48,07","745.432,94",04,2020,2020-08-20
agosto 2020,"Bens, Direitos e Valores Incorporados ao Patrimônio Público","30.000,00","30.000,00",,"0,00",,"0,00","30.000,00",04,2020,2020-08-20
agosto 2020,Demais Receitas Correntes,"19.296.000,00","19.296.000,00","2.910.147,69","15,08","8.418.709,29","43,63","10.877.290,71",04,2020,2020-08-20
agosto 2020,RECEITAS DE CAPITAL,"25.723.000,00","25.723.000,00","2.051.476,28","7,98","15.685.128,61","60,98","10.037.871,39",04,2020,2020-08-20
agosto 2020,OPERAÇÕES DE CRÉDITO,"17.701.000,00","17.701.000,00","46.132,62","0,26","10.125.528,52","57,20","7.575.471,48",04,2020,2020-08-20
agosto 2020,Operações de Crédito - Mercado Interno,"17.701.000,00","17.701.000,00","46.132,62","0,26","10.125.528,52","57,20","7.575.471,48",04,2020,2020-08-20
agosto 2020,Operações de Crédito - Mercado Externo,,,,,,,,04,2020,2020-08-20
agosto 2020,ALIENAÇÃO DE BENS,"1.065.000,00","1.065.000,00",,"0,00","308,92","0,03","1.064.691,08",04,2020,2020-08-20
agosto 2020,Alienação de Bens Móveis,"1.065.000,00","1.065.000,00",,"0,00",,"0,00","1.065.000,00",04,2020,2020-08-20
agosto 2020,Alienação de Bens Imóveis,,,,,"308,92",,"-308,92",04,2020,2020-08-20
